V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
35	189	157	3	299	198	38	301	337	266	47	259	261	399	180
187	335	69	323	26	96	277	308	382	228	248	230	392	291	64
232	195	171	87	22	239	4	23	15	150	155	327	208	200	276
132	94	365	20	70	372	307	63	280	8	29	56	28	193	320
397	49	238	12	378	129	37	101	242	254	298	319	301	351	303
86	312	257	403	240	295	72	274	183	205	81	4	270	93	374
67	185	224	401	382	403	113	212	272	357	87	57	194	217	95
180	106	4	251	138	210	269	187	248	117	16	107	294	14	355
162	41	224	94	205	214	366	133	173	395	80	341	180	387	374
385	229	240	158	70	155	47	91	235	136	202	398	18	81	169
63	392	378	71	385	387	328	362	105	393	124	273	326	36	30
249	165	224	168	40	119	316	205	141	304	366	84	21	243	166
141	390	76	366	80	118	40	355	137	179	176	253	292	210	268
94	92	333	118	337	364	391	373	215	73	315	323	26	28	137
399	358	27	52	341	240	20	88	84	50	207	41	53	79	310
133	69	111	257	390	384	24	272	264	265	17	182	386	389	292
274	180	45	272	358	303	339	21	85	25	96	346	204	97	83
149	250	386	231	348	339	340	181	375	75	290	368	125	50	29
3	372	248	271	392	215	391	109	314	51	222	63	390	235	389
282	266	182	130	157	106	388	314	54	385	115	301	259	376	69
3	196	127	298	389	99	121	12	74	219	348	204	48	39	162
83	300	258	138	192	123	11	355	107	213	280	347	81	301	224
108	280	171	300	83	201	255	353	164	294	341	218	293	227	119
112	14	289	47	281	102	64	17	340	133	304	366	45	72	127
288	304	279	17	334	64	214	157	123	347	318	22	159	171	117
41	205	331	314	117	242	219	64	188	214	330	14	165	189	245
42	372	5	239	400	268	371	34	174	71	381	253	186	317	84
95	314	181	127	17	39	366	175	375	101	64	321	297	249	242
346	107	294	187	388	307	342	265	222	383	395	385	306	75	208
78	131	146	312	300	48	94	373	224	200	380	301	67	187	178
310	60	124	218	143	363	353	390	241	178	342	220	127	237	238
125	229	335	144	225	364	281	20	240	185	122	75	89	127	384
101	187	359	150	349	199	139	129	337	268	164	132	403	273	87
306	294	59	246	115	252	226	100	75	249	356	304	121	309	3
401	369	69	372	28	280	35	93	233	34	383	366	111	71	337
158	210	109	173	353	130	205	171	80	28	115	262	297	62	68
311	7	178	390	176	226	358	200	258	42	209	62	256	74	330
74	182	75	358	188	151	33	77	334	213	121	293	195	89	137
126	281	324	179	224	250	185	202	403	371	236	211	200	144	313
159	330	156	342	170	137	205	279	47	72	164	353	93	296	206
354	21	86	88	312	287	62	293	107	207	306	83	281	161	3
236	287	344	185	29	82	323	234	184	39	281	275	16	364	22
92	292	360	88	5	248	130	198	19	325	76	303	176	160	28
369	83	180	382	232	88	394	176	327	8	126	197	224	201	265
182	242	78	289	240	403	196	301	120	32	273	13	215	253	265
387	322	333	334	397	20	281	213	152	244	248	300	114	66	135
110	383	196	323	78	388	131	151	108	282	316	201	374	342	40
355	3	221	403	281	288	52	248	114	143	336	203	252	357	285
326	225	210	279	138	151	69	180	147	39	204	392	217	238	235
80	289	234	229	65	70	95	76	55	236	25	98	105	250	126
232	134	240	130	20	47	92	128	334	142	355	138	1	335	76
366	223	19	284	53	178	54	7	106	258	125	369	184	117	176
27	240	318	310	245	145	255	100	185	205	58	57	251	121	300
351	121	19	200	305	385	346	307	100	343	47	334	34	277	265
203	143	171	291	358	84	278	187	106	255	294	263	371	108	201
70	402	33	290	62	93	7	1	207	74	154	393	96	114	86
127	11	392	58	9	109	268	105	158	25	82	120	70	194	2
140	245	225	184	273	91	217	84	112	41	276	315	129	277	21
324	316	182	186	126	260	84	118	93	157	247	386	177	2	101
163	205	400	162	242	320	135	204	134	48	368	74	98	220	191
123	222	207	15	169	48	92	183	119	322	337	56	211	343	394
247	268	44	163	281	364	102	193	8	321	369	232	73	99	201
26	118	153	246	182	228	394	295	129	296	115	177	108	305	317
50	129	105	283	12	130	293	204	324	96	83	319	71	265	303
7	166	103	105	378	87	201	233	116	147	318	373	371	321	222
301	267	40	226	68	307	382	161	163	93	246	56	237	54	241
76	363	213	268	69	95	131	142	105	196	123	59	233	222	300
283	54	13	5	80	119	224	348	68	160	198	336	253	37	46
220	368	14	241	52	309	231	179	84	230	351	314	136	176	391
241	353	269	83	328	168	372	104	95	376	78	398	249	53	309
340	249	73	330	192	270	133	97	254	6	197	42	279	32	346
162	357	292	75	153	331	4	13	108	325	251	180	399	309	258
175	343	60	383	125	127	286	212	223	318	186	134	171	29	199
252	81	240	1	372	181	47	97	24	315	131	39	87	65	204
60	335	262	301	179	374	91	249	100	183	109	332	298	255	196
238	397	370	388	137	4	212	400	319	399	191	54	147	204	37
251	287	101	340	205	392	196	200	189	197	105	375	133	12	92
343	282	111	351	333	178	271	139	335	292	9	37	46	402	88
208	113	47	392	301	8	372	86	366	398	104	203	182	402	209
174	184	349	259	181	64	158	240	14	76	165	175	177	325	368
384	47	356	114	219	214	360	339	184	77	40	273	158	402	39
402	270	22	351	220	226	241	371	23	305	287	271	65	266	124
202	254	346	204	352	229	358	38	262	7	106	127	88	388	149
310	69	189	73	367	26	61	237	211	111	391	383	97	145	361
140	64	353	327	350	329	361	278	37	4	299	34	60	139	31
193	331	156	393	1	320	381	321	235	340	270	210	390	263	256
6	173	61	46	220	207	389	354	118	143	165	102	364	18	74
308	167	384	247	70	264	401	235	284	7	211	248	382	68	343
117	102	314	362	233	359	122	386	167	183	313	178	23	300	196
4	233	70	155	354	291	47	340	105	78	176	341	298	147	90
164	156	206	114	89	306	50	175	228	58	141	254	131	90	361
298	106	328	78	202	47	147	279	203	8	327	186	87	356	94
82	16	307	197	22	209	4	41	185	308	239	53	336	330	152
90	131	85	138	290	158	390	212	263	319	326	44	216	402	352
62	146	321	345	353	181	205	84	82	39	113	238	200	243	80
46	399	386	229	23	212	324	261	67	398	224	22	1	191	255
325	260	180	378	141	149	301	106	361	375	107	67	355	275	156
378	90	28	233	68	96	3	370	401	273	20	117	87	13	385
312	331	196	56	213	218	86	90	46	198	299	339	258	118	173
356	190	364	292	199	194	12	23	100	229	163	1	304	381	9
118	182	370	99	277	16	57	334	399	72	116	101	185	257	272
287	316	271	176	279	71	5	395	26	123	149	265	164	188	148
187	396	81	71	395	265	241	238	162	263	358	289	139	382	211
330	268	26	89	230	48	30	23	347	301	60	15	138	262	164
178	395	229	403	373	227	389	181	283	177	289	340	26	211	59
111	37	203	344	238	94	321	100	201	389	192	15	300	254	353
246	297	57	129	125	256	60	402	134	376	25	281	320	270	141
267	400	332	366	357	261	192	151	26	355	46	51	330	291	86
165	83	151	198	357	377	273	124	356	300	117	292	115	171	286
178	296	42	229	142	326	342	243	54	48	70	205	76	186	148
33	367	313	196	61	305	107	254	192	145	353	273	68	24	208
212	392	57	118	317	254	270	382	354	80	225	1	256	264	21
182	239	352	290	242	166	231	181	38	210	196	341	49	187	118
198	293	25	346	379	8	383	79	179	190	82	396	262	344	397
250	71	115	394	14	372	54	118	73	275	229	359	320	25	373
284	172	166	229	137	280	337	378	117	140	80	181	400	88	200
28	135	382	218	80	49	267	391	144	186	173	395	4	166	234
311	291	125	189	379	182	377	151	191	275	141	97	193	283	157
173	164	218	58	134	1	162	269	40	82	23	204	229	375	125
321	143	53	126	75	303	85	226	268	344	79	383	266	83	195
234	402	186	314	207	258	382	105	51	180	248	232	214	62	316
206	384	229	301	352	358	189	85	88	142	258	111	195	216	124
267	284	214	141	219	365	221	128	165	98	402	157	250	189	325
76	302	331	34	187	368	20	296	247	188	150	92	360	46	81
127	106	297	68	345	367	336	76	79	67	72	391	18	265	381
236	62	392	210	242	198	166	382	64	372	285	132	347	189	356
368	161	188	209	16	80	337	69	183	283	48	53	174	171	112
212	348	277	123	196	106	97	350	285	224	82	365	99	341	361
54	296	115	137	210	283	373	382	208	35	187	396	86	114	132
382	74	37	262	291	206	153	139	124	346	249	250	158	215	132
155	196	394	353	279	283	103	100	345	19	74	343	366	173	338
295	251	140	241	99	31	187	204	225	309	305	43	162	279	75
72	6	60	315	69	30	238	129	371	343	358	46	283	93	127
67	186	246	292	61	337	265	26	188	109	394	50	168	402	389
222	135	346	258	95	36	396	84	53	343	339	283	359	100	101
318	391	139	217	342	302	126	368	333	205	99	150	316	103	167
253	69	90	388	331	393	24	123	53	368	222	10	56	31	349
392	350	309	378	102	115	311	243	186	298	62	328	251	387	61
41	395	100	287	135	377	160	402	36	156	371	343	32	180	79
323	13	250	126	103	63	261	131	45	384	141	142	341	219	382
244	24	203	7	355	48	72	129	380	250	311	75	361	40	198
337	110	25	74	201	75	182	120	92	129	368	359	321	184	194
61	29	268	257	224	213	254	16	244	302	309	299	9	194	143
385	183	35	159	180	394	344	39	197	355	239	298	319	138	147
270	180	332	58	277	106	218	325	152	387	133	164	200	11	89
237	361	357	27	263	29	79	380	66	73	207	21	107	248	163
317	22	394	210	101	141	267	197	279	32	381	69	88	310	142
244	181	39	81	308	131	269	107	276	152	275	382	334	372	280
359	227	398	264	339	284	1	42	184	296	262	300	324	53	402
106	4	338	64	370	178	263	236	80	47	323	324	160	96	193
236	54	286	240	64	65	164	382	331	147	140	317	109	217	154
314	52	297	241	306	141	173	282	266	368	103	339	295	345	233
26	58	2	336	258	255	50	319	225	10	342	223	28	20	83
69	351	192	286	150	400	64	318	249	56	10	119	62	394	146
390	137	331	106	315	13	262	113	214	221	349	126	174	239	371
377	166	338	381	296	88	139	169	283	370	39	198	225	217	141
1	207	136	199	110	327	145	218	81	331	400	371	105	209	153
105	87	278	231	74	185	101	320	292	62	143	61	395	389	392
188	159	178	11	340	152	335	91	151	308	197	139	211	291	33
310	307	267	346	139	138	199	285	135	352	240	318	358	281	304
30	310	325	80	175	88	160	105	113	79	372	237	155	164	294
44	59	66	371	1	195	89	174	190	128	99	261	144	192	370
194	148	137	300	1	249	156	296	73	196	294	169	388	363	256
319	17	348	382	206	122	48	1	88	3	148	332	86	338	133
16	12	331	41	96	43	199	329	123	274	81	88	276	289	378
275	161	349	375	47	150	83	310	95	278	234	260	45	82	55
338	202	322	259	330	186	23	287	277	149	381	123	395	340	307
259	209	331	385	234	62	54	182	44	395	393	400	146	11	329
163	363	52	187	328	161	333	332	224	134	251	118	109	107	149
351	228	214	180	289	131	15	234	362	313	18	69	196	242	339
398	221	97	33	359	168	259	101	239	373	196	41	11	89	358
181	287	292	344	139	36	371	18	48	63	219	61	95	29	20
154	111	288	125	191	401	266	64	1	279	19	341	203	107	366
135	25	49	201	55	200	36	205	250	66	184	139	213	53	103
383	98	337	94	372	3	371	303	340	164	374	159	285	138	173
339	139	272	386	25	376	284	241	350	130	150	281	81	180	151
317	74	203	122	196	10	282	287	364	303	46	322	220	133	22
34	401	178	256	301	155	192	403	60	243	126	103	148	249	183
81	281	155	26	50	329	235	190	21	237	74	100	63	28	274
89	115	273	254	177	305	10	70	217	250	138	284	13	85	26
132	233	211	240	85	32	169	391	216	69	282	63	164	79	375
82	1	162	186	242	175	204	31	220	323	142	65	9	81	122
267	32	352	154	400	22	260	104	102	276	228	108	258	292	163
215	122	259	183	157	194	45	389	31	46	337	66	151	59	355
78	179	170	188	217	132	359	232	383	19	63	376	285	379	371
371	18	209	242	22	88	27	300	243	6	60	384	330	361	299
345	118	142	254	48	247	126	187	86	198	306	63	107	276	231
124	152	346	214	207	218	50	403	264	28	391	217	378	340	209
157	25	6	12	370	177	100	166	142	395	83	168	17	134	342
245	123	252	244	392	24	222	5	318	54	362	93	146	180	191
117	59	40	231	256	24	340	139	386	299	157	393	304	103	44
149	7	81	324	11	191	401	266	16	387	273	171	34	3	300
34	127	136	77	245	266	151	156	300	307	284	107	175	376	330
383	213	234	155	69	140	191	208	321	226	216	370	129	239	43
284	402	160	353	354	372	124	350	210	312	37	240	382	191	290
306	309	366	401	118	80	393	353	291	55	134	270	268	374	346
130	390	237	150	315	135	189	210	39	337	350	316	82	299	77
193	78	210	295	330	63	290	300	28	67	18	111	229	380	52
242	102	367	132	391	39	221	77	286	182	274	170	234	339	398
190	205	189	216	208	304	392	32	402	213	212	325	242	352	348
279	147	130	105	376	401	83	15	123	40	103	199	177	334	73
89	157	43	283	104	170	395	56	37	33	96	244	318	137	167
257	3	179	363	360	292	403	284	76	5	231	368	320	282	52
224	328	222	283	150	403	199	119	59	326	249	291	327	220	117
93	292	271	322	59	13	242	324	132	358	355	167	48	153	390
103	1	172	265	212	319	280	72	66	22	213	300	11	13	298
200	73	312	170	310	254	211	372	89	95	373	18	196	400	343
8	307	344	152	188	271	269	319	70	338	44	248	401	157	139
339	171	111	258	283	292	392	91	131	135	307	272	265	351	85
343	200	114	350	221	219	56	73	368	392	381	232	229	302	285
348	205	64	115	191	185	16	321	339	126	186	240	265	206	255
253	10	278	306	195	42	62	76	305	168	307	401	236	385	64
365	65	385	103	402	163	396	28	230	384	403	279	62	72	156
92	213	203	21	152	13	53	314	185	217	167	400	126	116	179
129	237	210	220	36	269	336	370	295	50	22	217	377	198	159
31	226	266	36	263	245	42	312	167	273	384	188	189	278	270
345	224	43	150	211	75	184	295	48	307	85	177	399	226	107
224	373	69	190	236	181	221	68	149	37	45	94	85	135	29
224	358	243	340	371	294	379	142	265	69	306	151	13	375	269
20	375	295	59	178	130	185	212	198	313	363	193	325	270	304
166	344	130	89	174	400	366	167	32	179	207	354	276	320	378
372	355	93	79	317	337	345	90	383	119	195	176	15	147	87
74	277	53	64	303	93	306	339	103	373	291	70	275	82	294
194	373	347	107	342	48	315	248	252	145	28	105	162	318	164
261	93	315	216	341	253	334	295	224	390	317	47	212	157	198
283	382	72	350	109	296	123	310	85	299	54	233	88	155	12
265	110	269	267	402	140	210	196	266	231	372	349	403	159	337
72	18	265	220	295	249	163	328	40	97	99	281	100	240	109
333	173	278	161	338	119	177	224	41	213	9	178	115	14	194
288	221	272	190	307	56	173	142	102	160	183	222	342	172	61
250	241	71	297	314	318	74	190	162	142	72	235	7	31	65
25	80	400	272	177	87	123	231	297	250	104	128	319	334	289
270	6	88	83	280	179	345	134	57	90	182	305	317	284	137
273	328	210	207	129	247	392	51	46	386	351	259	397	384	204
396	270	337	116	189	63	284	365	334	291	208	93	35	377	194
376	168	21	239	342	345	72	123	81	87	103	145	381	180	161
152	31	375	19	372	174	136	291	159	189	387	253	255	223	376
46	76	38	65	265	153	388	162	107	339	159	309	326	385	258
283	247	87	188	36	39	243	268	379	131	383	160	38	29	288
298	91	373	57	82	181	209	240	113	163	381	368	95	388	351
135	151	297	168	154	194	113	224	403	236	362	254	370	103	109
314	381	39	186	10	403	286	172	278	238	183	300	387	54	244
180	42	35	216	76	52	298	101	398	267	30	244	299	232	265
356	313	117	64	146	319	219	61	280	17	247	98	341	373	226
141	190	71	318	12	53	143	232	391	85	348	68	45	29	286
176	51	113	309	264	237	281	157	79	373	37	172	287	35	208
111	370	306	14	210	57	161	342	195	164	233	309	104	274	204
162	304	382	5	132	27	358	251	276	257	216	286	351	392	55
371	395	228	226	22	274	269	386	3	265	330	248	369	201	92
106	295	78	327	225	60	156	36	331	237	72	147	243	180	130
210	318	338	231	324	262	188	177	297	81	395	230	185	234	313
123	292	131	249	153	61	2	291	205	216	36	199	154	288	342
149	153	170	389	227	248	240	165	158	381	374	237	222	278	259
264	234	106	271	235	215	130	121	330	8	376	39	20	315	183
349	4	263	269	218	156	117	83	128	207	48	94	368	217	20
206	216	359	105	343	2	232	312	52	399	200	389	27	95	218
212	293	332	270	12	373	79	102	154	6	23	124	323	105	113
43	78	228	173	380	241	137	349	290	174	298	119	295	262	274
5	52	57	253	297	38	163	374	402	233	4	221	91	131	49
184	213	246	233	157	277	209	301	362	227	218	86	377	91	46
242	244	324	152	44	35	179	385	241	290	286	185	306	313	260
6	258	69	345	332	22	277	67	192	365	376	274	237	357	119
245	42	220	169	252	27	25	394	254	313	65	210	75	240	403
153	264	160	45	301	355	200	324	185	159	252	357	69	307	127
260	378	127	386	34	320	325	156	210	308	61	399	318	257	167
301	300	400	115	374	252	54	362	306	116	97	168	268	124	247
39	153	229	35	150	324	367	74	314	29	113	254	193	54	217
85	174	252	186	309	115	134	160	93	19	5	322	319	147	88
223	320	66	284	226	111	379	225	165	397	333	81	391	160	106
317	189	57	363	66	339	355	65	184	235	309	77	234	288	161
103	213	294	366	259	359	322	203	21	402	128	157	320	122	153
235	209	51	275	388	82	18	386	37	397	300	159	76	49	14
322	33	227	372	303	345	37	116	110	271	214	162	190	210	376
387	402	293	9	219	136	342	381	302	318	288	153	98	206	121
151	94	129	402	197	36	188	11	135	200	201	33	134	373	216
279	155	28	207	150	163	391	295	232	133	33	190	277	66	321
324	325	227	63	234	45	250	221	196	105	249	186	264	278	388
176	225	248	124	23	276	372	117	19	105	179	324	395	351	44
135	85	156	241	50	190	204	57	145	369	35	137	183	77	144
218	277	99	31	343	177	7	56	212	72	61	154	30	365	171
323	39	125	159	346	202	259	328	402	187	352	385	55	156	373
362	217	140	235	32	345	34	151	397	186	44	278	69	47	316
56	248	170	198	186	83	262	58	266	265	349	40	121	25	246
255	318	272	125	328	384	326	6	122	218	226	314	236	169	144
152	53	168	257	9	274	349	315	84	184	195	17	337	389	191
332	229	329	185	386	253	69	31	370	16	158	255	94	218	93
201	346	372	287	209	220	155	371	288	197	134	135	211	225	142
366	8	280	340	50	27	328	362	52	356	154	315	295	323	392
143	29	341	47	276	352	332	103	326	403	11	15	119	317	370
295	157	10	322	65	184	361	318	115	242	316	25	269	336	58
208	198	241	206	393	127	97	57	292	187	251	171	310	333	85
291	53	241	138	217	113	174	391	392	182	36	177	318	208	131
349	392	379	242	235	49	357	71	96	259	157	386	302	86	133
63	154	12	75	29	215	293	383	58	176	376	329	235	361	267
162	62	3	285	114	248	7	340	46	36	13	134	191	392	204
20	375	346	57	174	305	140	264	342	315	82	349	77	35	285
235	56	202	106	54	226	149	105	215	53	275	272	90	132	258
59	149	7	52	57	66	396	216	199	353	313	359	91	78	173
379	36	233	118	286	230	48	307	345	115	208	344	205	160	207
310	369	88	331	145	324	159	9	149	53	396	201	141	118	313
19	232	331	334	142	346	222	218	344	167	164	60	178	401	210
4	195	70	320	33	154	317	203	338	14	153	248	179	41	92
232	296	111	131	397	283	24	18	92	42	145	348	141	326	259
318	315	190	48	273	149	253	13	80	8	24	288	26	27	359
299	224	32	282	80	228	360	61	250	160	335	319	74	252	10
319	10	227	115	198	162	379	150	299	265	101	71	329	402	313
205	124	22	105	304	314	365	196	116	208	160	140	287	376	202
174	295	347	30	190	397	138	134	183	303	66	232	57	322	130
231	196	324	128	109	97	48	257	363	61	104	256	262	77	130
157	185	374	60	355	337	273	294	22	166	113	70	274	315	12
72	110	109	223	365	58	63	12	304	237	136	30	259	18	13
228	114	106	327	3	351	334	90	72	335	33	148	249	66	28
15	14	236	310	311	329	301	173	356	309	355	267	126	248	29
353	6	269	383	217	218	239	62	130	398	69	321	87	237	397
28	251	163	231	300	346	354	340	202	228	73	297	293	122	271
108	68	344	330	378	312	157	117	255	46	372	145	385	232	69
16	56	62	128	105	262	255	94	77	33	231	308	171	281	402
119	192	263	326	22	388	72	377	353	232	308	253	11	133	53
8	297	260	58	328	246	68	89	247	33	250	320	70	384	128
20	380	341	320	173	154	148	205	336	94	170	17	360	340	264
215	105	320	389	147	102	309	330	23	276	395	62	354	106	200
121	60	173	221	262	94	298	222	75	340	313	34	44	297	28
398	41	379	192	332	240	85	204	83	341	166	237	339	16	177
27	81	357	399	305	58	66	158	325	332	288	397	235	133	71
199	231	195	366	392	252	292	389	106	361	19	342	379	152	227
250	232	356	95	332	190	97	82	106	363	255	83	236	14	377
57	22	121	45	233	374	124	302	32	287	175	132	382	243	257
130	335	238	19	165	327	209	225	46	249	117	20	288	302	332
124	33	64	216	150	317	315	99	271	81	285	269	154	146	116
144	203	359	394	134	180	292	246	5	57	219	89	299	96	123
387	54	235	343	36	110	111	171	80	298	261	395	108	214	351
44	358	25	162	139	385	164	241	192	143	52	93	294	231	196
108	259	303	77	362	352	32	224	146	126	14	213	45	34	99
65	83	79	133	20	50	157	101	2	335	184	37	395	265	371
36	352	212	132	3	110	270	302	231	175	272	210	178	343	22
256	383	167	94	187	279	107	118	382	125	312	252	4	373	197
361	247	175	186	382	83	301	166	138	233	30	27	278	351	236
73	290	27	204	234	167	140	276	34	78	294	353	244	206	351
399	110	334	374	177	220	249	385	171	389	112	390	395	136	328
182	9	32	394	167	67	137	335	389	144	243	324	357	24	123
68	1	348	7	194	243	132	32	331	84	120	45	47	176	66
59	249	176	289	333	340	8	82	324	315	208	394	270	223	152
171	146	24	160	157	103	104	98	137	358	190	33	178	64	334
264	17	376	56	119	330	139	198	58	350	301	275	161	124	262
61	348	142	55	391	283	152	169	367	304	24	344	305	276	5
396	83	335	215	397	364	155	31	356	39	358	284	251	52	252
362	201	342	50	393	301	97	38	323	308	344	249	56	117	219
23	257	107	355	324	289	261	22	175	226	103	380	161	400	224
338	77	101	55	254	346	103	187	157	110	164	128	43	213	301
133	31	246	97	29	20	369	61	179	44	312	171	208	12	251
213	118	333	101	345	38	96	229	178	231	154	87	225	9	77
115	368	250	145	344	41	376	75	310	224	334	13	9	153	65
259	125	66	171	310	182	39	18	262	95	317	230	201	79	372
295	397	291	33	125	122	382	143	28	133	145	216	141	4	312
228	379	378	171	35	336	320	64	256	297	248	301	376	292	55
157	80	33	198	368	164	140	242	127	190	323	337	329	383	386
396	361	331	302	250	188	60	11	69	402	365	371	272	176	13
291	186	195	124	106	225	340	325	150	239	147	256	25	143	1
347	295	202	148	338	165	256	267	390	137	296	266	234	238	189
247	379	75	205	31	284	244	56	161	33	211	277	22	255	374
279	204	379	30	384	235	118	232	317	126	158	290	207	157	195
163	326	353	17	331	234	148	253	36	113	142	365	389	170	189
331	379	212	261	246	234	338	54	106	254	374	61	304	237	35
78	379	161	356	228	372	301	314	371	315	86	145	139	290	376
260	85	349	355	246	21	293	50	198	153	158	94	284	92	101
22	162	19	48	250	210	71	247	355	94	394	291	105	391	139
400	223	9	139	384	352	86	21	6	318	240	53	326	97	231
370	384	5	247	273	22	342	32	40	116	258	293	133	286	95
329	213	345	306	118	208	88	142	20	2	121	250	341	378	54
6	317	200	188	387	164	33	187	13	286	234	248	120	196	132
46	11	216	397	71	152	160	246	310	107	304	127	124	28	386
344	233	279	150	386	155	93	184	25	342	166	193	151	379	96
52	334	109	104	38	255	175	155	285	168	371	234	400	294	364
27	150	398	293	373	370	242	111	81	98	291	396	363	167	104
79	386	399	370	61	290	218	149	127	258	246	50	112	245	78
223	310	296	203	59	55	396	155	365	219	76	162	263	237	170
242	397	317	332	311	195	329	249	55	43	177	296	312	318	389
201	402	3	140	71	401	184	259	352	365	61	243	339	309	316
335	349	41	75	272	110	235	40	179	213	159	85	305	69	77
332	151	205	252	111	334	361	279	390	165	69	129	18	299	371
224	50	171	105	395	339	7	8	155	328	175	126	172	54	164
350	262	223	362	225	345	36	397	133	109	63	218	187	94	19
353	242	87	365	296	132	101	228	403	330	326	285	47	151	184
132	283	221	234	40	202	171	381	239	288	42	156	362	263	223
145	48	30	400	18	6	119	134	214	205	294	172	72	392	225
106	18	67	111	73	381	142	213	158	96	362	83	264	356	13
249	110	386	317	225	103	372	390	54	208	94	339	300	331	201
282	253	310	235	289	313	237	81	355	375	303	23	134	398	51
88	212	205	256	133	325	199	393	96	50	378	195	366	365	172
24	390	59	387	10	173	70	321	284	359	164	28	103	233	14
365	390	99	354	280	278	118	375	304	361	400	230	123	218	87
18	224	362	351	63	211	185	73	215	204	46	103	345	277	336
127	270	180	323	159	271	59	158	276	299	5	109	185	228	152
186	212	115	304	85	251	3	247	47	33	89	6	259	258	5
4	115	172	337	67	166	298	212	150	207	36	94	384	342	164
349	328	90	56	219	256	37	359	67	385	362	74	160	308	30
187	78	367	288	345	140	388	18	40	294	299	380	271	79	50
72	17	7	343	35	126	242	237	217	380	335	9	184	47	90
134	307	272	36	184	80	201	383	223	392	17	75	293	135	359
357	226	253	54	204	340	82	89	52	37	78	219	120	307	81
352	375	312	51	300	229	127	195	93	33	358	107	244	39	269
248	77	245	47	204	287	325	74	56	330	233	319	123	256	167
383	180	193	138	282	262	28	45	319	92	101	79	291	23	245
204	356	288	187	196	17	35	265	400	160	184	46	42	115	297
10	264	346	298	206	157	279	303	12	278	305	256	391	365	117
154	41	286	101	152	289	278	121	310	136	148	201	285	5	93
219	371	52	74	309	321	284	169	311	294	402	136	139	300	315
9	381	209	45	365	374	400	329	330	19	101	257	37	292	178
62	154	272	135	240	308	19	16	153	235	79	65	14	175	35
353	401	396	397	84	246	223	21	357	209	290	325	244	116	44
101	88	317	63	302	290	28	303	240	277	100	62	293	31	33
121	57	89	22	5	307	326	393	349	124	148	44	394	190	275
75	211	319	362	316	58	225	339	338	44	132	30	103	36	214
303	369	347	34	230	400	13	249	219	248	153	363	89	215	209
185	242	215	248	20	382	284	278	182	190	123	304	62	82	272
115	150	371	58	125	43	351	120	338	332	39	383	88	317	101
64	165	328	311	348	78	26	224	190	25	395	79	323	297	341
235	38	81	194	354	187	129	231	45	302	397	199	329	269	32
65	276	373	280	20	233	117	119	185	219	318	209	177	390	346
69	363	237	111	193	147	386	361	299	129	196	2	59	134	249
154	333	176	313	287	319	144	263	206	350	48	131	104	101	295
54	316	172	58	293	126	129	86	12	320	314	82	279	178	147
102	385	368	226	2	294	98	144	65	299	199	240	126	214	146
316	301	353	42	345	93	380	26	50	186	95	320	362	190	124
162	169	202	272	187	1	108	172	369	161	66	240	112	330	365
88	225	157	326	102	132	47	124	248	367	389	53	17	310	204
366	329	282	197	6	300	100	191	314	106	372	330	151	17	183
79	201	54	161	293	176	327	226	178	396	328	287	247	71	366
145	330	393	16	20	326	111	128	343	194	93	103	48	160	84
293	47	274	368	91	333	388	101	271	94	214	124	128	401	37
379	203	105	61	5	221	231	75	148	178	369	126	343	154	386
338	182	323	291	77	186	59	238	134	398	58	87	269	247	251
302	109	390	264	238	362	232	135	169	181	4	196	312	331	100
210	204	235	172	29	171	208	192	355	316	387	102	43	382	257
383	391	337	238	344	231	179	203	168	35	302	245	5	389	122
104	52	23	34	68	311	335	153	201	272	102	379	254	207	117
331	155	201	327	313	218	304	349	381	398	265	150	299	247	133
213	275	189	246	204	349	347	93	125	12	84	248	267	397	238
280	258	256	39	282	175	377	192	395	61	159	65	42	208	261
5	6	21	393	266	402	118	345	258	349	399	101	374	384	358
25	181	93	385	336	207	105	92	103	399	77	164	246	286	386
183	15	355	47	397	281	132	3	299	320	317	356	348	221	89
93	40	399	103	357	11	388	174	70	142	8	36	316	4	21
217	8	357	67	76	109	90	140	83	371	207	95	328	327	333
174	337	141	51	391	320	338	97	245	302	82	277	116	221	117
100	213	70	13	28	323	354	279	142	203	166	121	212	238	205
393	251	156	232	221	279	236	376	139	389	197	335	146	286	357
89	50	164	254	87	376	128	324	12	98	32	218	214	378	237
318	220	316	194	296	6	246	117	69	270	203	345	351	154	271
386	313	26	130	181	369	153	211	357	218	7	20	228	68	206
379	117	159	190	81	57	402	206	1	305	248	147	314	118	205
243	362	304	348	264	110	111	47	341	315	91	259	126	306	26
102	80	340	232	279	216	86	52	172	190	193	62	395	266	322
343	298	222	208	319	156	67	17	388	100	311	372	345	342	30
392	377	237	121	207	391	95	368	232	157	358	170	14	302	34
72	275	47	323	346	298	70	132	43	263	86	236	256	80	383
275	4	375	26	136	138	119	291	187	23	300	213	129	365	66
232	310	287	58	235	353	281	286	207	292	394	365	37	85	209
44	180	171	94	53	3	369	359	348	70	30	43	287	328	141
338	173	118	228	90	295	265	65	33	292	83	317	111	385	3
136	251	310	104	179	217	116	299	364	248	86	322	10	399	187
299	257	38	262	173	180	348	163	127	378	215	140	133	112	208
363	375	92	163	205	225	3	162	290	397	299	246	123	369	35
74	344	156	25	35	79	188	302	292	125	85	157	48	343	358
142	16	297	138	247	51	149	315	220	159	300	242	341	120	60
